1 18672339
2 18663723
4 18684897
8 18731937
16 19336253
32 19332565
64 19590179
128 20496052
256 20485982
512 20496210
1024 20458512
2048 20418757
4096 20928201
8192 29147237
16384 28962462
32768 29084415
65536 29144324
131072 29139655
